section_one,section_two,label
"The family stopped for lunch at Freshwater Spit , where several children went to the water 's edge to play in the surf shortly after noon .","Several children , including the 8-year-old , went down to the water 's edge to play in the surf .",0
"Island Def Jam must pay $ 52 million in punitive damages , and Cohen must pay the remaining $ 56 million , the jury said .","TVT Records sought $ 360 million in punitive damages and $ 30 million in compensatory damages , officials said .",0
"Excluding one-time items , the company enjoyed a profit of 6 cents a share .","Excluding one-time items , it expects profit of 11 cents to 15 cents a share .",0
"Woodley , who underwent a liver transplant in 1992 , died of liver and kidney failure .","Mr. Woodley died Sunday at age 44 of liver and kidney failure in his native Shreveport , La .",0
"Just five months ago , Dean committed to accepting taxpayer money and vowed to attack any Democrat who didnt .","Just five months ago , Dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any Democrat who didnt .",0
"The report ranked 45 large companies based on employment , marketing , procurement , community reinvestment and charitable donations .","Of those three , only Dillard 's responded to the survey that ranked 45 large companies on employment , marketing , procurement , community reinvestment and charitable donations .",0
A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday .,The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica .,0
"The technology-laced Nasdaq Composite Index .IXIC rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on Tuesday .","The blue-chip Dow Jones industrial average .DJI jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .",0
"The 30-year bond US30YT = RR firmed 26 / 32 , taking its yield to 4.17 percent , after hitting another record low of 4.16 percent .","The 30-year bond US30YT = RR firmed 14 / 32 , taking its yield to 4.19 percent from 4.22 percent .",0
"The shooter ran away , police said , eluding an officer who gave chase .","Police said the shooter ran away from an officer who chased him , and still was being sought Thursday night .",0
"China accounted for about 14 percent of Motorola 's sales last year , and the company has large manufacturing operations there .",China accounted for 14 % of Motorola 's $ 26.7 billion in sales last year .,0
"Founded in 1996 , the LendingTree exchange consists of more than 200 banks , lenders , and brokers .","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers , banks and other lenders .",0
Houston fourth-graders also performed similarly to national peers in writing .,""" New York City and Houston fourth-graders were at the national average in writing .",0
It cut taxes while balancing the budget for three years and reduced Europe 's second highest per capita national debt .,It cut taxes while still balancing the budget for three years and bringing down Europe 's highest national debt as a proportion of gross domestic product after Italy .,0
""" We continue to work with the Saudis on this , but they did not , as of the time of this tragic event , provide the additional security we requested . """,""" But they did not , as of the time of this particular tragic event , provide the security we had requested , "" Mr Jordan said .",0
"We don 't know if any will be SARS , "" said Dr. James Young , Ontario 's commissioner of public safety .",""" We 're being hyper-vigilant , "" said Dr. James Young , Ontario 's commissioner of public safety .",0
"He is a brother to three-year-old Mia , from Kate 's first marriage , to film producer Jim Threapleton .","Winslet , 28 , has a three-year-old daughter Mia by her first husband , British film producer Jim Threapleton .",0
"It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops .",The group has the support of about 215 churches and an estimated 25 bishops .,0
""" The same three Response Team members also met with Monsignor Grass , who while manifestly repentant , admitted that the allegations were true .",""" Monsignor Grass ... while manifestly repentant , admitted that the allegations were true , "" the statement said .",0
"But for more than a century , an untold amount of money intended for some of the nation 's poorest residents was lost , stolen or never collected .","For more than a century , an undetermined amount of money was lost , stolen , or never collected .",0
"There are now 37 active probable cases in the GTA , compared with 70 cases on June 6 .","And , globally , the number of active probable cases has declined to 573 .",0
The constitutionality of outlawing partial birth abortion is not an open question .,Defenders of the partial birth abortion ban downplayed the legal challenges .,0
The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state .,The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors .,0
Lawtey is not the first faith-based program in Florida 's prison system .,But Lawtey is the first entire prison to take that path .,0
"Negotiators talked with the boy for about an hour and a half , Bragdon said .","Negotiators talked with the boy for more than an hour , and SWAT officers surrounded the classroom , Bragdon said .",0
"Passed in 1999 but never put into effect , the law would have made it illegal for bar and restaurant patrons to light up .","Passed in 1999 but never put into effect , the smoking law would have prevented bar and restaurant patrons from lighting up , but exempted private clubs from the regulation .",0
It would be difficult to overestimate the potential dangers of the Remote Procedure Call ( RPC ) vulnerability .,"The flaw involves the Remote Procedure Call ( RPC ) protocol , which deals with inter-computer communications .",0
"The man , who entered the post office in Lakeside shortly before 3 p.m. , gave up to deputies about 6 : 30 p.m.",The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.,0
"Rock singer Ozzy Osbourne , recovering from a quad bike crash , is conscious and joking in his hospital bed , his daughter Kelly said tonight .","Doctors hope rock singer Ozzy Osbourne , who is recovering from a quad bike crash , will begin breathing unassisted again soon , they said today .",0
"The New York senator 's new book , "" Living History , "" appears a certain bestseller .","Hillary Clinton , the New York senator and former first lady , has a book out Monday titled Living History .",0
The company 's chief executive retired and chief financial officer resigned .,"A third executive , chief operating officer David Glenn was fired .",0
"The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",0
"He will replace Ron Dittemore , who announced his resignation April 23 .",Dittemore announced his plans to resign on April 23 .,0
"Pen Hadow , who became the first person to reach the geographic North Pole unsupported from Canada , has just over two days of rations left .","Pen Hadow became the first man last week to reach the geographic North Pole on an unsupported trek through Canada , a journey of about 770 km .",0
Many of the victims had been headed home for R & R or emergency leave when they were killed .,Many of the victims of Sunday 's attack were headed out of Iraq for R & R or emergency leave .,0
""" It 's safe to assume that the Senate is prepared to pass some form of cap , "" King said .",Its safe to assume the Senate is prepared to pass some form of a cap .... The level of it is to be debated .,0
He was also accused of masterminding bombings that killed 22 people in Manila in December 2000 .,"During interrogation , he admitted that he helped organise and carry out near-simultaneous bombings that killed 22 people in Manila in December 2000 .",0
"Out of the nearly $ 20 billion , $ 18.6 billion is earmarked for reconstruction of Iraq and $ 1.2 billion for Afghanistan .","The $ 87 billion budget includes $ 51 billion for military operations in Iraq , another $ 20 billion for reconstruction and about $ 11 billion for Afghanistan .",0
Associated Press Writer Sara Kugler contributed to this report from New York City .,Associated Press Writer Michael Gormley contributed to this report from Albany .,0
"That compares with a profit of $ 1 million , or breakeven , on $ 1.39 billion in revenue during the same period last year .","Total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year .",0
"The company reported quarterly revenue of $ 388.1 million , compared with $ 318.5 million in the same period a year ago .","That compared with a loss of $ 55.4 million , or $ 4.92 per share in the same period a year earlier .",0
"Under the plan , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs .","Under Maine Rx , which state lawmakers approved in 2000 , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs .",0
"Nine years ago , they were married by a justice of the peace .","His wife , married to Moore by a justice of the peace , started planning her dream wedding .",0
"The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats , researchers found .","Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats , allowing for diet restriction .",0
"About 1,417 schools statewide receive Title I money .",That applies only to schools that get federal Title I money .,0
"The book , called "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , "" hits stores this weekend .","Fox was seeking an injunction to halt distribution of "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . """,0
"Around 9 : 00 a.m. EDT ( 1300 GMT ) , the euro was at $ 1.1566 against the dollar , up 0.07 percent on the day .","Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0
"Previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .","Previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .",0
"The life expectancy for boys born in 2001 was 74.4 years , up two years since 1990 .","According to the report , average life expectancy has increased by nearly two years since 1990 .",0
""" We see the First Amendment to protect religious liberty , not crush religious liberty , "" said Patrick Mahoney , director of the Christian Defense Coalition .",""" We put the call out , "" said the Rev. Patrick J. Mahoney , director of the Christian Defense Coalition .",0
Courant Staff Writers Matt Eagan and Ken Davis contributed to this story .,Courant Staff Writer Jeff Goldberg contributed to this story .,0
"Appeals had kept him on death row longer than anyone else in the U.S. , AP said .",Isaacs had been on death row longer than anyone in the nation .,0
"The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel , as were schools , and much of the region 's transportation network was slowed .","In the aftermath of Hurricane Isabel , federal and local governments remained shut down , as did schools and many businesses .",0
"But he is the only candidate who has won national labor endorsements so far , picking up his 11th union on Tuesday when the United Steelworkers of America endorsed him .","But he is the only candidate who has won national labor endorsements so far , picking up his 11th on Tuesday .",0
"Regardless , its first quarter saw a profit of $ 721 million , or 29 cents , on revenue of $ 17.9 billion .","Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .",0
"BellSouth also added 654,000 net long-distance customers in the third quarter .","BellSouth added 111,000 DSL customers during the quarter to reach a total of 1.3m subscribers .",0
"The Dow Jones industrial average .DJI slipped 9.54 points , or 0.1 percent , at 9,558.92 .","The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .",0
"The winner of this year 's Most Popular New Talent Logie , Goodrem first went to a specialist on Monday feeling tired and unwell .","She first went to a specialist for initial tests last Monday , feeling tired and unwell .",0
Cambone said U.S forces found the tractor-trailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq .,Kurdish forces at a checkpoint near Mosul in northern Iraq seized the trailer on April 19 .,0
"Sony Ericsson also said it would shut down its GSM / UMTS R & D center in Munich , Germany , to increase profitability .","Sony Ericsson also said it plans to close its R & D site in Munich , Germany , for GSM and UMTS handsets .",0
"Doctors would face fines and up to two years in prison for performing the procedure , except as a lifesaving step .","Physicians who perform the procedure would face up to two years in prison , under the bill .",0
This was around the time Congress was debating a resolution granting the President broad authority to wage war .,"Within four days , the House and Senate overwhelmingly endorsed a resolution granting the president authority to go to war .",0
"But Adora Obi Nweze , the NAACP state president , said the state only tried to prove its conclusion of suicide , rather than consider the possibility of murder .","Adora Obi Nweze , the NAACP state president , said the state has refused to consider the possibility of murder .",0
"Sixty players and five coaches from the school attended the training camp in August in Preston Park , about 125 miles north of Philadelphia .","Sixty players and five coaches from Mepham High School in Bellmore , Long Island attended the training camp in August .",0
The official would not name the leakers for the record and said he had no indication that Mr Bush knew about the calls .,The official would not name the leakers for the record and would not name the journalists .,0
"The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0
"The Organization of Petroleum Exporting Countries defied expectations on Wednesday and lowered its output ceiling by 900,000 barrels a day to 24.5 million barrels starting in November .","The Organization of Petroleum Exporting Countries decided yesterday to lower its output ceiling by 900,000 barrels a day to 24.5 million barrels starting in November .",0
"Though that slower spending made 2003 look better , many of the expenditures actually will occur in 2004 .","Though that slower spending made 2003 look better , many of the expenditures will actually occur in 2004 , making that year 's shortfall worse .",0
"The dollar was last at $ 1.1149 to the euro , close to its strongest level since April 30 .","The dollar pushed as high as $ 1.1115 to the euro in early trade , extending Tuesday 's one percent rally to hit its strongest level since April 30 .",0
"In September 2002 , the nearby Gard region was hit by similar floods .","In September 2002 , floods in the Gard region killed 23 people .",0
"Analysts had expected 53 cents a share , according to research firm Thomson First Call .","Home Depot is expected to report earnings per share of 46 cents for the third quarter , according to Thomson First Call .",0
"The number of people in the UK infected by HIV , the virus that causes Aids , increased by almost 20 per cent last year to nearly 50,000 .","The global epidemic of HIV , the virus that causes Aids , is tightening its grip on Britain with a record number of new cases diagnosed last year .",0
AMD will own a 60 percent interest in the new company and Fujitsu owns 40 percent .,"Fujitsu will own 40 percent of the company , which will be headquartered in Sunnyvale , Calif .",0
He was then given leave to appeal against the sentence to the Supreme Court of Appeal .,He was given leave to appeal against part of his conviction and sentence .,0
"Songs can be burned to CDs , but the same playlist can only be burned up to five times - Apple 's puts the limit at ten burns .","Tracks can be burned to CDs , but the same playlist may only be burned up to five times .",0
"Shares of EDS gained $ 1.49 , or 6.6 percent , to $ 23.999 early Wednesday on the New York Stock Exchange .","Shares were off 30 cents , or 1.3 percent , at $ 22.58 on Tuesday on the New York Stock Exchange .",0
The deficit is still expected to top $ 500 billion in 2004 -- even with an improving economy .,But Mr. Bolten cautioned that the deficit was still likely to exceed $ 500 billion in the 2004 fiscal year .,0
"America Online last quarter lost 846,000 dial-up subscribers .","No wonder AOL lost 846,000 subscribers last quarter .",0
The company 's shares fell 3.6 percent to close at $ 66.89 on the Nasdaq .,Shares of Express Scripts ESRX.O fell about 4 percent to $ 66.73 on the Nasdaq in late morning trade .,0
The Thomson First Call consensus was for earnings of 19 cents a share .,Analysts surveyed by Thomson First Call had expected earnings of 19 cents per share in the third quarter .,0
"Mr Hadley , who has a new partner and child , said : "" I am absolutely delighted .","In a statement issued by his solicitors , Mr Hadley said : "" I am absolutely delighted with the outcome of proceedings .",0
A divided Supreme Court ruled that Congress can force the nation 's public libraries to equip computers with anti-pornography filters .,"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters , rejecting librarians ' complaints that the law amounts to censorship .",0
"Under NASD regulations , Mr. Young can file a response and request a hearing before an NASD panel .","The analyst , already let go by Merrill , can request a hearing before a NASD panel .",0
One man died and 15 others were hospitalized after drinking tainted coffee following the April 27 worship service at Gustaf Adolph Lutheran Church in New Sweden .,The victims drank tainted coffee after the April 27 worship service at Gustaf Adolph Lutheran Church in New Sweden .,0
"The Dow Jones industrial average < .DJI > rose 98.74 points , or 1.12 percent , to 8,949.00 .","The city index outperformed the Dow Jones industrial average , which rose 2.9 percent during the four-day trading week .",0
"Analysts ' consensus estimate from Thomson First Call was for a loss of $ 2.08 a share , excluding one-time items .",The estimate of analysts surveyed by Thomson First Call was for a loss of $ 2.75 a share .,0
"Responding later , Edward Skyler , a spokesman for the mayor , said , "" The comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts .","Jordan Barowitz , a spokesman for Republican Mayor Michael Bloomberg said : "" The Comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts . """,0
Goold said reporters ' calls to Peterson may have been monitored .,Prosecutors said interviews Peterson gave reporters may have been monitored in case the fertilizer salesman confessed .,0
"The state 's population was 6,080,485 in 2000 , according to the U.S. census .","Between 1960 and 2000 , however , the state 's population grew by 30.4 percent to 6,080,485 .",0
The total for the Johnny Depp swashbuckler rose to $ 232.8 million .,"Its cumulative total is $ 232.8 million , heading for $ 275 million .",0
I would like to congratulate Russia on the successful World Climate Change Conference last week .,Momentous happenings at the World Climate Conference in Moscow last week .,0
"At least seven other governments have signed agreements , but have asked not to have them publicized .","Egypt , Mongolia , the Seychelles , Tunisia and at least three other governments have signed unpublicized agreements .",0
"The Standard & Poor 's 500 Index slipped 3.14 points , or 0.29 percent , to 1,071.99 .",The Standard & Poor 's retail index < .RLX > was up more than 1.5 percent .,0
"The redesigned Finder also features search , coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac , Windows and UNIX file servers .","It also supports coloured labels to better organise documents , and dynamic browsing of the network for Mac , Windows and Unix file servers .",0
"Also Thursday , the NYSE 's board elected six new directors - three non-industry representatives and three industry representatives .","Also Thursday , the NYSE 's board elected six new directors to the board and re-elected six others .",0
Officials at Mortazavi 's office and the judiciary declined to respond to Reuters ' requests for comment on the accusations .,Judiciary officials did not immediately respond to Reuters ' requests for comment on the criticism of Mortazavi 's appointment .,0
Beagle 2 is attached to Mars Express by what is known as a Spin-Up and Ejection Mechanism ( Suem ) .,A command is sent to Mars Express to release Beagle 2 by what is known as a Spin-Up and Eject Mechanism .,0
"The broader Standard & Poor 's 500 Index .SPX was up 3.41 points , or 0.35 percent , at 967.00 , also its highest close so far this year .","The broader Standard & Poor 's 500 Index .SPX was down 0.04 points , or 0 percent , at 971.52 .",0
"In afternoon trading in Europe , France 's CAC-40 advanced and Britain 's FTSE 100 each gained 0.7 percent , while Germany 's DAX index rose 0.6 percent .","In Europe , France 's CAC-40 rose 1.3 percent , Britain 's FTSE 100 declined 0.2 percent and Germany 's DAX index gained 0.6 percent .",0
"The tech-heavy Nasdaq composite index fell 3.99 , or 0.2 percent , to 1,682.72 , following a two-day win of 55.93 .","The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points , or 0.51 percent , to 1,670.21 .",0
"Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses little danger .",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs .",0
"There was no way the man could hear him , but he turned in the rescuers ' direction , forlorn , hopeless .","There was no way the man could hear him , but he turned and mouthed something .",0
"A final decision on his fate , including the power of the death penalty , lay with President Bush .",A final decision on his fate would lie with US President George Bush .,0
""" And about eight to 10 seconds down , I hit .",""" I was in the water for about eight seconds .",0
""" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said after votes from Tuesday ´ s referendum were counted .",""" I 'm very proud of the citizens of this state , "" said Gov. John Baldacci , a casino foe .",0
"That was a reversal from a loss of $ 35 million , or 20 cents , a year earlier .","Net income was 12 cents a share , compared with a net loss of $ 35 million , or 20 cents , a year earlier .",0
"We can make life very difficult for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there .","We can scatter them , we can cut off one head here and one tentacle there , but often the beast survives .",0
"Lewis , the WBC champion , can still fight June 21 at the Staples Center in Los Angeles against another opponent .","With Johnson 's injury , the fight card at the Staples Center in Los Angeles is in question .",0
"The market 's broader gauges also posted big gains , having climbed higher for four consecutive weeks .","The broader market also retreated , having climbed higher for four consecutive weeks .",0
He proposed a system under which it would take fewer and fewer votes to overcome a filibuster .,Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .,0
The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock .,"Under the proposed terms of the transaction , and following the spinoff of PalmSource , Palm will exchange 0.09 shares for each share of Handspring .",0
"Shares of San Diego-based Jack In The Box closed at $ 21.49 , up 78 cents , or 3.8 percent , on the New York Stock Exchange .","Shares of Tampa-based Outback Steakhouse Inc. closed at $ 44.50 , up $ 1.78 , or 4.2 percent , on the New York Stock Exchange .",0
"It doesnt appear the children struggled , Prowers County Coroner Joe Giadone said Saturday .","The cause of death is drowning , and the manner of death is homicide , Prowers County Coroner Joe Giadone said .",0
"In Washington on Sunday , FBI spokesman John Iannarelli said the bureau will join the investigation in An-Najaf .","In Washington , FBI spokesman John Iannarelli said Sunday the bureau will provide forensic analysis of the wreckage .",0
Cabrera was called up to help in left field because Todd Hollandsworth has not been productive .,Cabrera was called up Friday from Double A Carolina and started in left field .,0
"Months later , another clinic doctor , Dr. Wayne Patterson , was killed away from the clinic .","Months later , an unknown shooter killed Dr. Wayne Patterson , who ran Gunn 's clinic .",0
Advancing issues outnumbered decliners nearly 2 to 1 on the New York Stock Exchange .,Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange .,0
DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .,0
Inflation-index bonds are carrying an interest rate of 4.66 percent .,The interest rate on Series EE savings bonds for May through October is 2.66 percent .,0
"The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath .","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts .",0
"Durst was acquitted this week in the murder of his elderly neighbor , 71-year-old Morris Black .","Durst , a millionaire , pleaded self-defense in the death of his neighbor Morris Black .",0
"Shares closed on NASDAQ just below their 52-week high , at $ 32.17 , up $ 1.54 .","Trading of EchoStar 's stock closed Tuesday at a 52-week high of $ 32.17 , up $ 1.54 .",0
A total of 114 soldiers were killed in the active combat phase that began March 20 .,A total of 114 U.S. soldiers were killed between the start of the war March 20 and the end of April .,0
Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer .,Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves .,0
Bloodsworth was ultimately cleared with evidence gathered from a semen stain on the victim 's underwear .,"In 1993 , after nine years in prison , Bloodsworth was cleared with evidence gathered from a semen stain on the victim 's panties .",0
Unemployment across the state fell a half of a percentage point last month to 6.1 percent from August 's mark of 6.6 percent .,"The unemployment rate in San Joaquin County dipped last month to 8.5 percent , down nearly a full percentage point from August .",0
""" And they will learn the meaning of American justice , "" he said to strong and extended applause .",""" The U.S. will find the killers and they will learn the meaning of American justice , "" Bush told the crowd , which burst into applause .",0
"With the economy sluggish , producers have had a tough time trying to raise prices .",Economists said the report on wholesale prices showed producers were having a tough time trying to raise prices .,0
"In next week 's drill , "" our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" Ridge said .",""" Our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" including use of weapons of mass destruction , Ridge said .",0
Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share .,"Excluding litigation charges it made a profit of $ 7.8 million , or 10 cents a share .",0
""" They are trying to turn him into a martyr , "" said Vicki Saporta , president of the National Abortion Federation , which tracks abortion-related violence .",""" We need to take these threats seriously , "" said Vicki Saporta , president of the National Abortion Federation .",0
"BOB HOPE , master of the one-liner and Americas favourite comedian , died with a smile on his face yesterday just months after celebrating his 100th birthday .","Bob Hope , the master of one-line quips , died Sunday night "" with a smile on his face , "" his daughter said yesterday .",0
"Prior to joining Kodak , Palumbo worked for Procter & Gamble Corp. , where he managed products such as Folgers and Pantene shampoo .","Prior to joining Eastman Kodak , Mr. Palumbo held senior marketing positions for Procter & Gamble .",0
"But Davis adviser Roger Salazar said the governor 's focus is on his job , not the recall petition .","But Davis adviser Roger Salazar said the governor 's focus "" is on doing the work that he 's being paid to do . """,0
The long-running newsmagazine Dateline NBC has been cut from three to two airings per week and is searching for a replacement for retiring co-anchor Jane Pauley .,"The long-running newsmagazine Dateline NBC has been cut from three to two airings per week , losing its Tuesday berth .",0
Each count has a maximum penalty of 10 years in prison and $ 1 million fine .,Both executives face up to 10 years in prison and a $ 1 million fine for securities fraud .,0
The dollar 's slide against the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .,"Despite hefty losses against the euro , the dollar 's slide versus the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .",0
"Meester , a 20-year-old sophomore , could face life in prison if convicted on charges of rape , forcible sodomy , indecent assault and providing alcohol to minors .","Douglas Meester , 20 , is charged with rape , sodomy , indecent assault , and providing alcohol to minors .",0
Woori Finance is the only large bank remaining to be sold but the government still has large stakes in several other lenders .,"Woori Finance is the only large bank still to be sold but the state retains large stakes in several others , leading to suspicions of government meddling in lending decisions .",0
Democratic Lt. Gov. Cruz Bustamante and Republican state Sen. Tom McClintock are in different political worlds .,"Democratic Lt. Gov. Cruz Bustamante was first choice of 25 percent , followed by state Sen. Tom McClintock with 18 percent .",0
"And Alabama Chief Justice Roy Moore , who installed the monument in the courthouse two years ago , said he will fight to keep his job .","It was the culmination of a row caused by Alabama Chief Justice Roy Moore , who installed the 2400kg monument in the Alabama Judicial Building in 2001 .",0
"Shares of National were losing 95 cents , or 3.9 % , to $ 23.73 in afternoon New York Stock Exchange trading .","Walgreen 's shares were up 4.6 % , or $ 1.42 , to $ 32.11 in midday New York Stock Exchange trading .",0
"Intel Corp. narrowed its fourth-quarter sales estimate to the top end of earlier estimates Thursday , anticipating that customers will buy more personal computers during the key holiday season .","Intel Corp. narrowed its fourth-quarter sales estimate to the top end of earlier estimates Thursday , and announced it will take an accounting charge on one of its businesses .",0
""" This proposed investment starts the process of raising the funding we need to increase our capacity , "" Elpida President Yukio Sakamoto said in a news release .",""" The proposed investment starts the process of raising the funding we need to increase our capacity to better support our customer requirements , "" said Yukio Sakamoto , Elpida 's president .",0
""" We haven 't decided whether to use an unbroken or dotted white line , but this is an experiment worth introducing , "" said David Richardson , the ICC 's cricket manager .",""" We haven 't decided whether to use an unbroken or dotted white line , "" said Dave Richardson , the ICC 's cricket manager .",0
"BaFin and the head of the principal finance group , Robin Saunders , were not immediately available to comment .","BaFin , Germany 's chief financial regulator , and the prosecutor 's office were not immediately available for comment .",0
Andrew M. Cuomo and Kerry Kennedy Cuomo plan to divorce .,Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years .,0
Drugs are up to 50 percent cheaper in Canada than the United States because of government price controls .,Brand-name drugs in Canada tend to be cheaper than in the United States because of government price controls and a favorable exchange rate .,0
"Health Minister Peter Coleman said about 300 people had been killed and 1,000 wounded in the past few days .","Health Minister Peter Coleman said about 300 people had been killed and 1,000 injured as the rebels fought into the capital .",0
A West Knoxville restaurant has reported several cases of hepatitis A to the Knox County Health Department .,The news has caused a rush of people to the Knox County Health Department to get vaccinated .,0
The two Democrats on the five-member FCC held a press conference to sway opinion against Powell and the two other Republicans on the panel .,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell .,0
"It will cost about $ 20,000 per eight-week course of treatment , comparable to other injected cancer therapies , a spokeswoman said .","It will cost about $ 20,000 per average course of treatment -16 to 17 weeks .",0
"Spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 GMT , having marched up to $ 369.50 -- a level not seen since February 10 .","Spot gold was quoted at $ 358.65 / 359.15 an ounce at 0500 GMT , having darted as high as $ 359.25 -- a level not seen since February 25 .",0
She appeared in federal court there Monday and was expected to be transferred to Houston in two weeks .,Holloway surrendered in Cleveland on Friday and was expected to be transferred to Houston in two weeks .,0
"On Jan. 10 , Shawanda Denise McCalister , who was also pregnant , was found bound and strangled in her apartment in the same neighbourhood .","On Jan. 1 , Nikia Shanell Kilpatrick , who was pregnant , was found bound and strangled in her apartment .",0
Scientists have reported a 90 percent decline in large predatory fish in the world 's oceans since a half century ago .,"Scientists reported a 90 percent decline in large predatory fish in the world 's oceans since a half-century ago , a dire assessment that drew immediate skepticism from commercial fishers .",0
"The Nasdaq composite index fell 25.17 , or 1.4 percent , to 1,792.07 following a loss of 26.46 the previous session .","The technology-laced Nasdaq Composite Index .IXIC dropped 25.17 points , or 1.39 percent , to 1,792.07 , based on the latest available figures .",0
"Among three major candidates , Schwarzenegger is wining the battle for independents and crossover voters .",Schwarzenegger picks up more independents and crossover voters than Bustamante .,0
A representative for Phoenix-based U-Haul declined to comment on the case before the judge 's opinion was released .,"Anthony Citrano , a representative for WhenU , declined to comment on the case .",0
"New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002 .","In 2001 , there were 6.5 million high-tech jobs in the United States .",0
"Mel Gibson 's passion-stirring Biblical epic "" The Passion of Christ "" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar .","Mel Gibson is negotiating with Newmarket Films to distribute his embattled Biblical epic "" The Passion of Christ "" in the United States .",0
"The children were last seen July 4 at a fireworks display in Concord with their father , Manuel Gehring .","Authorities believe the children , who were last seen with their father at a fireworks display in Concord on July 4 , are dead .",0
The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale .,The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed .,0
"The crime report surveyed 11,600 police and law enforcement agencies nationwide .",The report details crime reported to law enforcement agencies statewide .,0
"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath .","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts .",0
"The poll , conducted by KRC Communications Research of Newton , was taken Wednesday and Thursday .",The poll of 405 registered Massachusetts voters was conducted Wednesday through Friday by RKM Research and Communications .,0
""" I think it should have been released years ago , "" said Brian Rohrbough , whose son , Daniel , was killed at Columbine .","Brian Rohrbough , whose son , Daniel , was killed at Columbine , said the tape raises disturbing issues .",0
